8.000000
6

0.135993	0.061650	0.095195	0.456936	0.096102	0.085222	0.034451	0.034451	

0.018020	0.000820	0.006307	0.000028	0.001551	0.018621	0.004768	0.010086	
-0.041746	-0.017298	-0.033053	-0.000834	-0.013340	-0.036567	-0.028083	-0.033048	
-0.004640	0.002063	-0.012375	-0.000234	-0.006571	-0.025490	0.000536	-0.002597	
-0.019700	-0.005814	0.002590	-0.000097	0.002411	0.016824	-0.010925	-0.015574	
0.035891	0.010584	-0.009975	0.000049	-0.006084	-0.022192	0.022980	0.030910	
0.056918	-0.000833	0.041951	0.001080	0.021743	0.061453	0.015963	0.040238	


0.000015	-0.000005	0.000001	-0.000004	0.000002	0.000003	
-0.000005	0.000019	-0.000000	0.000003	-0.000001	-0.000003	
0.000001	-0.000000	0.000010	-0.000001	0.000000	0.000000	
-0.000004	0.000003	-0.000001	0.000015	-0.000002	-0.000002	
0.000002	-0.000001	0.000000	-0.000002	0.000011	0.000001	
0.000003	-0.000003	0.000000	-0.000002	0.000001	0.000013	

0.000011	-0.000003	-0.000000	-0.000001	0.000002	0.000002	
-0.000003	0.000035	-0.000000	0.000006	-0.000017	-0.000008	
-0.000000	-0.000000	0.000010	0.000000	0.000000	-0.000000	
-0.000001	0.000006	0.000000	0.000011	-0.000004	-0.000002	
0.000002	-0.000017	0.000000	-0.000004	0.000022	0.000007	
0.000002	-0.000008	-0.000000	-0.000002	0.000007	0.000015	

0.000018	0.000003	-0.000011	0.000010	-0.000003	0.000015	
0.000003	0.000101	-0.000023	0.000027	0.000002	-0.000002	
-0.000011	-0.000023	0.000031	-0.000019	0.000005	-0.000021	
0.000010	0.000027	-0.000019	0.000028	-0.000004	0.000016	
-0.000003	0.000002	0.000005	-0.000004	0.000013	-0.000008	
0.000015	-0.000002	-0.000021	0.000016	-0.000008	0.000043	

0.000010	-0.000000	-0.000000	0.000000	-0.000000	0.000000	
-0.000000	0.000013	0.000000	0.000001	-0.000001	-0.000002	
-0.000000	0.000000	0.000011	-0.000001	0.000001	-0.000002	
0.000000	0.000001	-0.000001	0.000011	-0.000001	0.000002	
-0.000000	-0.000001	0.000001	-0.000001	0.000012	-0.000002	
0.000000	-0.000002	-0.000002	0.000002	-0.000002	0.000017	

0.000011	-0.000002	-0.000003	0.000002	-0.000002	0.000006	
-0.000002	0.000046	0.000001	0.000008	0.000003	-0.000025	
-0.000003	0.000001	0.000018	-0.000007	0.000005	-0.000013	
0.000002	0.000008	-0.000007	0.000018	-0.000004	0.000005	
-0.000002	0.000003	0.000005	-0.000004	0.000013	-0.000010	
0.000006	-0.000025	-0.000013	0.000005	-0.000010	0.000046	

0.000022	-0.000006	-0.000010	0.000013	-0.000013	0.000015	
-0.000006	0.000013	0.000005	-0.000007	0.000007	-0.000008	
-0.000010	0.000005	0.000019	-0.000011	0.000011	-0.000013	
0.000013	-0.000007	-0.000011	0.000024	-0.000015	0.000017	
-0.000013	0.000007	0.000011	-0.000015	0.000025	-0.000017	
0.000015	-0.000008	-0.000013	0.000017	-0.000017	0.000030	

0.000012	-0.000002	-0.000001	-0.000002	0.000004	0.000009	
-0.000002	0.000012	0.000001	0.000002	-0.000004	-0.000010	
-0.000001	0.000001	0.000011	0.000001	-0.000002	-0.000005	
-0.000002	0.000002	0.000001	0.000012	-0.000004	-0.000009	
0.000004	-0.000004	-0.000002	-0.000004	0.000019	0.000019	
0.000009	-0.000010	-0.000005	-0.000009	0.000019	0.000054	

0.000012	-0.000002	-0.000001	-0.000002	0.000003	0.000010	
-0.000002	0.000012	0.000001	0.000002	-0.000002	-0.000010	
-0.000001	0.000001	0.000011	0.000001	-0.000002	-0.000006	
-0.000002	0.000002	0.000001	0.000011	-0.000002	-0.000008	
0.000003	-0.000002	-0.000002	-0.000002	0.000013	0.000011	
0.000010	-0.000010	-0.000006	-0.000008	0.000011	0.000054	


