8.000000
6

0.047279	0.077515	0.177020	0.161627	0.107752	0.047279	0.191864	0.189665	

0.015825	0.012027	0.014625	0.000739	0.014787	0.009708	0.004432	0.009226	
0.076116	0.077281	0.084372	0.012037	0.091071	0.089955	0.037241	0.055683	
-0.035830	-0.007824	-0.003488	-0.003298	-0.008354	-0.001386	-0.008765	-0.014783	
0.133033	0.046851	0.099678	0.018820	0.112315	-0.016235	0.057839	0.101495	
0.026943	0.052644	0.023768	0.009451	0.052222	0.056597	0.026911	0.036876	
-0.081638	-0.088446	-0.058565	-0.020097	-0.094338	-0.087882	-0.053926	-0.077111	


0.000010	0.000003	-0.000004	0.000004	-0.000002	0.000001	
0.000003	0.000048	-0.000050	0.000047	-0.000014	0.000004	
-0.000004	-0.000050	0.000077	-0.000062	0.000017	-0.000004	
0.000004	0.000047	-0.000062	0.000069	-0.000019	0.000006	
-0.000002	-0.000014	0.000017	-0.000019	0.000019	-0.000006	
0.000001	0.000004	-0.000004	0.000006	-0.000006	0.000015	

0.000013	0.000017	0.000007	-0.000018	0.000008	-0.000012	
0.000017	0.000140	0.000032	-0.000117	0.000084	-0.000101	
0.000007	0.000032	0.000038	-0.000063	0.000008	-0.000017	
-0.000018	-0.000117	-0.000063	0.000191	-0.000055	0.000078	
0.000008	0.000084	0.000008	-0.000055	0.000075	-0.000072	
-0.000012	-0.000101	-0.000017	0.000078	-0.000072	0.000093	

0.000012	0.000009	0.000003	0.000010	-0.000002	-0.000001	
0.000009	0.000082	0.000019	-0.000014	0.000006	-0.000004	
0.000003	0.000019	0.000093	-0.000000	0.000037	-0.000038	
0.000010	-0.000014	-0.000000	0.000214	-0.000045	-0.000001	
-0.000002	0.000006	0.000037	-0.000045	0.000068	-0.000055	
-0.000001	-0.000004	-0.000038	-0.000001	-0.000055	0.000075	

0.000011	0.000008	-0.000001	0.000002	0.000005	-0.000009	
0.000008	0.000115	-0.000005	0.000026	0.000063	-0.000109	
-0.000001	-0.000005	0.000016	-0.000020	-0.000006	0.000014	
0.000002	0.000026	-0.000020	0.000177	0.000036	-0.000093	
0.000005	0.000063	-0.000006	0.000036	0.000052	-0.000075	
-0.000009	-0.000109	0.000014	-0.000093	-0.000075	0.000152	

0.000015	0.000023	0.000005	-0.000001	-0.000014	0.000012	
0.000023	0.000191	0.000106	-0.000003	-0.000056	0.000048	
0.000005	0.000106	0.000265	0.000110	0.000001	-0.000002	
-0.000001	-0.000003	0.000110	0.000244	-0.000060	0.000037	
-0.000014	-0.000056	0.000001	-0.000060	0.000147	-0.000123	
0.000012	0.000048	-0.000002	0.000037	-0.000123	0.000124	

0.000015	0.000041	-0.000002	-0.000016	0.000030	-0.000042	
0.000041	0.000387	-0.000048	-0.000167	0.000304	-0.000426	
-0.000002	-0.000048	0.000024	0.000025	-0.000046	0.000063	
-0.000016	-0.000167	0.000025	0.000087	-0.000138	0.000193	
0.000030	0.000304	-0.000046	-0.000138	0.000261	-0.000351	
-0.000042	-0.000426	0.000063	0.000193	-0.000351	0.000501	

0.000015	0.000023	-0.000001	0.000006	0.000008	-0.000013	
0.000023	0.000131	0.000003	0.000034	0.000037	-0.000061	
-0.000001	0.000003	0.000034	-0.000020	-0.000015	0.000022	
0.000006	0.000034	-0.000020	0.000158	0.000029	-0.000064	
0.000008	0.000037	-0.000015	0.000029	0.000041	-0.000046	
-0.000013	-0.000061	0.000022	-0.000064	-0.000046	0.000089	

0.000019	0.000026	-0.000007	0.000012	-0.000001	-0.000008	
0.000026	0.000104	-0.000014	0.000048	-0.000005	-0.000009	
-0.000007	-0.000014	0.000038	0.000010	0.000000	0.000010	
0.000012	0.000048	0.000010	0.000153	-0.000011	-0.000027	
-0.000001	-0.000005	0.000000	-0.000011	0.000047	-0.000037	
-0.000008	-0.000009	0.000010	-0.000027	-0.000037	0.000080	


